Cricket Ireland|Cricket Ireland, officially the Irish Cricket Union, is the governing body for cricket in Ireland (both the Republic of Ireland and Northern Ireland), and oversees the Ireland cricket team and Ireland women's cricket team.
Manchester United|Manchester United Football Club is a professional football club based in Old Trafford, Greater Manchester, England, that competes in the Premier League, the top flight of English football.
Indian Cricket Team|The India national cricket team, also known as Team India and Men in Blue, represents India in international cricket.
Arsenal|An arsenal is a place where arms and ammunition are made, maintained and repaired, stored, or issued, in any combination, whether privately or publicly owned.
Glory Glory Manchester United|"""Glory Glory"" is a terrace chant sung in association football in the United Kingdom."
Manchester United The Red Devils|Manchester United Football Club is a professional football club based in Old Trafford, Greater Manchester, England, that competes in the Premier League, the top flight of English football.
