Ajinkya Rahane|Ajinkya Madhukar Rahane (born 6 June 1988) is an Indian international cricketer who is the vice-captain of the India national team in Test format.
Virat Kohli|Virat Kohli ( pronunciation ; born 5 November 1988) is an Indian international cricketer who currently captains the India national team.
Virat Kohli Fans Club|FC Goa (also known as The Gaurs) is an Indian professional football franchise based in Goa that competes in the Indian Super League.
Sachin Tendulkar|Sachin Ramesh Tendulkar (; born 24 April 1973) is a former Indian cricketer and a former captain, widely regarded as one of the greatest batsmen of all time.
