Sachin Tendulkar|Sachin Ramesh Tendulkar (; born 24 April 1973) is a former Indian cricketer and a former captain, widely regarded as one of the greatest batsmen of all time.
Saina Nehwal|Saina Nehwal ( pronunciation  ; born 17 March 1990) is an Indian professional badminton singles player.
Rohit Sharma|Rohit Gurunath Sharma (born 30 April 1987) is an Indian cricketer.
Karim Benzema|Karim Mostafa Benzema (born 19 December 1987) is a French professional footballer who plays for Spanish club Real Madrid and the France national team as a striker.
We miss you Sachin Tendulkar|Sachin Ramesh Tendulkar (; born 24 April 1973) is a former Indian cricketer and a former captain, widely regarded as one of the greatest batsmen of all time.
Ajinkya Rahane|Ajinkya Madhukar Rahane (born 6 June 1988) is an Indian international cricketer who is the vice-captain of the India national team in Test format.
Virat Kohli|Virat Kohli ( pronunciation ; born 5 November 1988) is an Indian international cricketer who currently captains the India national team.
