MS Dhoni - Captain Cool|Mahendra Singh Dhoni ( pronunciation ; commonly known as MS Dhoni; born 7 July 1981) is an Indian cricketer who captained the Indian team in limited-overs formats from 11th of September 2007 to 4th of January 2017 and in Test cricket from 2008 to 28th of December 2014.
Sarfaraz khan|Sarfaraz Khan, born Mirza Asadullah (d.
MS Dhoni Fans Club Official|Mahendra Singh Dhoni ( pronunciation ; commonly known as MS Dhoni; born 7 July 1981) is an Indian cricketer who captained the Indian team in limited-overs formats from 11th of September 2007 to 4th of January 2017 and in Test cricket from 2008 to 28th of December 2014.
Virat Kohli|Virat Kohli ( pronunciation ; born 5 November 1988) is an Indian international cricketer who currently captains the India national team.
Mahendra Singh Dhoni|Mahendra Singh Dhoni ( pronunciation ; commonly known as MS Dhoni; born 7 July 1981) is an Indian cricketer who captained the Indian team in limited-overs formats from 11th of September 2007 to 4th of January 2017 and in Test cricket from 2008 to 28th of December 2014.
