Kobe Bryant|Kobe Bean Bryant (born August 23, 1978) is an American retired professional basketball player and businessman.
Wayne Rooney|Wayne Mark Rooney (; born 24 October 1985) is an English professional footballer who plays for Premier League club Everton.
Rasheed Wallace|"Rasheed Abdul ""Sheed"" Wallace (born September 17, 1974) is an American retired professional basketball player who played 16 seasons in the National Basketball Association (NBA)."
Kyle Korver|Kyle Elliot Korver (born March 17, 1981) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).
Shikhar Dhawan|Shikhar Dhawan (born 5 December 1985) is an Indian international cricketer.
Scottie Pippen|Scottie Maurice Pippen (born September 25, 1965) is an American former professional basketball player who played in the National Basketball Association.
Muhammad Ali|Muhammad Ali (; born Cassius Marcellus Clay Jr.; January 17, 1942 – June 3, 2016) was an American professional boxer and activist.
Kyrie Irving|Kyrie Andrew Irving (, born March 23, 1992) is an American professional basketball player for the Boston Celtics of the National Basketball Association (NBA).
Damien Walters|Damien Gareth Walters (born 6 April 1982) is a British Freerunner and former gymnast from Derbyshire who specialises in tumbling and trampoline.
